Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,Rating
Cel Damage,GC,2002,Racing,0.06,67,12,6.8,T
Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,0.59,62,11,7.3,E
Turok: Evolution,GC,2002,Shooter,0.38,70,19,7,M
Hunter: The Reckoning,XB,2002,Action,0.38,79,28,8.9,M
RPG Maker II,PS2,2002,Role-Playing,0.13,65,9,8.8,E
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,0.06,80,17,7.8,T
Shrek Super Party,XB,2002,Misc,0.13,33,9,8,E
Medal of Honor: Frontline,XB,2002,Shooter,1.49,81,18,6.9,T
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,0.46,76,22,9.1,T
Phantom Crash,XB,2002,Simulation,0.05,74,23,8.3,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,0.05,76,12,8.3,E
Red Faction II,PS2,2002,Shooter,1.5,84,30,8.3,M
NBA Live 2003,PS2,2002,Sports,1.66,83,22,8.3,E
Disney's Party,GC,2002,Misc,0.05,39,6,7.8,E
NFL Blitz 20-03,PS2,2002,Sports,0.44,73,15,8.6,E
The Simpsons Skateboarding,PS2,2002,Sports,1.52,38,21,5,T
Shifters,PS2,2002,Adventure,0.05,37,12,5.9,T
La Pucelle: Tactics,PS2,2002,Role-Playing,0.19,79,47,8.5,T
Ferrari F355 Challenge,PS2,2002,Racing,0.05,70,14,4.4,E
Ty the Tasmanian Tiger,GC,2002,Platform,0.27,69,12,8.7,E
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,1.69,53,15,6.9,E
Super Monkey Ball 2,GC,2002,Puzzle,1.52,87,34,8.5,E
Unreal Championship,XB,2002,Shooter,0.74,83,29,8.2,M
Star Wars: Jedi Starfighter,XB,2002,Simulation,0.44,78,22,5.2,T
Metroid Fusion,GBA,2002,Action,1.68,92,44,9.1,E
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,0.23,47,12,7.2,T
NCAA Football 2003,PS2,2002,Sports,1.44,91,19,8.6,E
Myst III: Exile,PS2,2002,Adventure,0.28,57,9,7,E
WWE Road to WrestleMania X8,GBA,2002,Fighting,0.27,73,10,7.5,E
Bombastic,PS2,2002,Puzzle,0.05,72,24,7.2,E
Herdy Gerdy,PS2,2002,Adventure,0.22,69,24,5,E
Stuntman,PS2,2002,Racing,1.55,71,37,5.7,T
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,0.53,59,23,6.6,T
Dark Summit,GC,2002,Sports,0.05,68,16,4.5,T
"Monsters, Inc. Scream Arena",GC,2002,Platform,0.37,39,7,4.7,E
Disney Sports Skateboarding,GC,2002,Sports,0.06,36,7,4.7,E
Pac-Man World 2,PS2,2002,Action,1.51,73,19,7.8,E
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,1.74,83,35,8.7,T
Rave Master,GC,2002,Fighting,0.05,60,15,6.3,T
Warcraft III: Reign of Chaos,PC,2002,Strategy,0.13,92,40,9.1,T
Blood Omen 2,XB,2002,Action,0.19,76,22,9,M
Grandia Xtreme,PS2,2002,Role-Playing,0.38,68,16,6.5,T
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,1.73,78,18,7.9,E
Legends of Wrestling,GC,2002,Fighting,0.13,50,18,6.8,T
Headhunter,PS2,2002,Action,0.38,74,24,7.8,M
Tiger Woods PGA Tour 2003,PS2,2002,Sports,1.64,88,18,8.9,E
Guilty Gear X: Advance Edition,GBA,2002,Fighting,0.06,67,14,5.9,T
Frogger Beyond,GC,2002,Platform,0.13,60,6,7.2,E
Otogi: Myth of Demons,XB,2002,Action,0.13,80,40,8.5,T
Sega Soccer Slam,XB,2002,Sports,0.05,80,15,8.5,E
Fatal Frame,XB,2002,Action,0.06,77,17,8.6,T
Spider-Man: The Movie,XB,2002,Action,1.4,79,29,7.5,E
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,1.21,86,41,8.6,E
NFL Fever 2003,XB,2002,Sports,0.61,72,25,8.6,E
NASCAR: Dirt to Daytona,GC,2002,Racing,0.09,85,8,7.3,E
Mortal Kombat: Deadly Alliance,GC,2002,Fighting,0.41,81,20,8.7,M
Shadow Man: 2econd Coming,PS2,2002,Adventure,0.16,68,24,7.6,M
NHL Hitz 20-03,XB,2002,Sports,0.11,81,19,8.5,E
Murakumo: Renegade Mech Pursuit,XB,2002,Shooter,0.11,48,18,7.5,T
The Terminator: Dawn of Fate,PS2,2002,Action,0.41,58,17,5.7,T
The Mark of Kri,PS2,2002,Action,0.46,80,37,7.9,M
Gun Metal,XB,2002,Shooter,0.11,63,17,7.6,T
Road Trip,PS2,2002,Racing,0.09,80,4,9,E
Rocky,PS2,2002,Fighting,0.86,74,14,8.4,T
BloodRayne,GC,2002,Shooter,0.11,73,17,8.5,M
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,0.11,69,5,9,T
MotoGP,XB,2002,Racing,0.09,84,18,8.4,E
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,0.11,63,5,2.8,E
Altered Beast: Guardian of the Realms,GBA,2002,Action,0.09,63,13,4.8,T
Tony Hawk's Pro Skater 4,GBA,2002,Sports,0.57,85,13,8.8,E
Tony Hawk's Pro Skater 4,GC,2002,Sports,0.58,91,19,8.6,T
Capcom vs. SNK 2 EO,GC,2002,Fighting,0.11,68,20,8.9,T
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,1,72,16,9.3,T
WipEout Fusion,PS2,2002,Racing,0.25,83,21,8.5,E
Mystic Heroes,GC,2002,Action,0.09,67,13,8.5,T
18 Wheeler: American Pro Trucker,GC,2002,Racing,0.11,52,17,6.8,E
Phantasy Star Collection,GBA,2002,Role-Playing,0.11,76,20,8.1,E
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,0.45,46,5,6.8,E
Big Mutha Truckers,PS2,2002,Racing,0.84,62,15,5.3,T
Defender,PS2,2002,Misc,0.4,73,24,7.8,T
Star Wars: Bounty Hunter,PS2,2002,Shooter,1.09,65,32,8.3,T
Bomberman Jetters,GC,2002,Puzzle,0.08,70,21,7.9,E
Smash Court Tennis Pro Tournament,PS2,2002,Sports,0.17,73,15,7.4,E
Bomberman Generation,GC,2002,Adventure,0.25,81,19,8.5,E
Age of Mythology,PC,2002,Strategy,0.09,89,31,8.9,T
Freekstyle,PS2,2002,Racing,1.06,81,25,7.3,E
Minority Report: Everybody Runs,PS2,2002,Action,0.41,50,26,5,T
Jimmy Neutron: Boy Genius,GC,2002,Platform,0.09,42,4,5.1,E
RalliSport Challenge,XB,2002,Racing,0.57,87,32,8.3,E
Seek and Destroy,PS2,2002,Racing,1.06,63,9,8.8,T
NBA 2K3,PS2,2002,Sports,1.05,89,21,8,E
Crimson Sea,XB,2002,Action,0.09,78,19,8.2,T
Burnout 2: Point of Impact,PS2,2002,Racing,0.85,86,31,8.2,E
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,0.57,74,36,5.2,T
Transworld Snowboarding,XB,2002,Sports,0.09,74,14,9.2,T
Minority Report: Everybody Runs,XB,2002,Action,0.1,54,18,5,T
Grand Prix Challenge,PS2,2002,Racing,0.08,76,9,9.2,E
Conflict: Desert Storm,XB,2002,Shooter,0.87,65,14,8.1,T
Hot Wheels Velocity X,GC,2002,Racing,0.11,55,4,6.4,E
E·O·E: Eve of Extinction,PS2,2002,Fighting,0.1,57,28,7.2,T
Wolfenstein 3D,GBA,2002,Shooter,0.17,57,9,6,M
Hunter: The Reckoning,GC,2002,Action,0.1,70,13,7.6,M
.hack//Outbreak Part 3,PS2,2002,Role-Playing,0.46,70,23,8.7,T
Robotech: Battlecry,GC,2002,Shooter,0.16,74,11,8.4,T
G1 Jockey 3,PS2,2002,Sports,0.1,71,12,9,E
Dropship: United Peace Force,PS2,2002,Simulation,0.1,78,17,8.6,T
Knockout Kings 2002,PS2,2002,Sports,0.91,76,23,8.1,T
BloodRayne,PS2,2002,Shooter,0.42,75,18,8.5,M
BMX XXX,XB,2002,Sports,0.11,58,26,7.8,M
Medal of Honor: Frontline,GC,2002,Shooter,0.59,80,16,7.9,T
Cubivore: Survival of the Fittest,GC,2002,Adventure,0.17,71,12,8.5,E
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,0.1,24,12,4.1,T
Taz Wanted,PS2,2002,Platform,0.16,65,7,8.7,E
Test Drive,XB,2002,Racing,0.42,71,16,8.7,T
2002 FIFA World Cup,PS2,2002,Sports,0.59,73,19,5.6,E
James Bond 007: Agent Under Fire,XB,2002,Shooter,0.9,71,16,7.5,T
Reign of Fire,GC,2002,Shooter,0.11,54,9,5.9,T
Tiger Woods PGA Tour 2002,PS2,2002,Sports,0.9,80,23,7.6,E
Ninja Assault,PS2,2002,Shooter,0.11,60,17,5.3,T
RLH: Run Like Hell,PS2,2002,Shooter,0.1,58,27,8.2,M
Lost Kingdoms,GC,2002,Role-Playing,0.17,72,22,8,T
NBA Courtside 2002,GC,2002,Sports,0.25,71,18,7.4,E
Steel Battalion,XB,2002,Simulation,0.1,83,20,8.5,T
NCAA College Basketball 2K3,PS2,2002,Sports,0.24,83,17,8,E
Dark Cloud 2,PS2,2002,Role-Playing,0.96,87,41,9.1,T
XXX,GBA,2002,Action,0.11,50,13,5,E
Shinobi,PS2,2002,Platform,0.96,71,33,7.9,M
Mortal Kombat: Deadly Alliance,XB,2002,Fighting,0.96,81,27,8.4,M
Britney's Dance Beat,PS2,2002,Misc,0.24,63,20,4.8,E
Shrek Extra Large,GC,2002,Platform,0.17,36,6,5.6,T
Gunvalkyrie,XB,2002,Shooter,0.17,73,28,7.3,T
Sneakers,XB,2002,Puzzle,0.1,28,13,4.6,E
Disney Golf,PS2,2002,Sports,0.17,72,10,8.3,E
Kelly Slater's Pro Surfer,XB,2002,Sports,0.1,80,15,8,E
Genma Onimusha,XB,2002,Action,0.24,83,27,8.6,M
Superman: Shadow of Apokolips,PS2,2002,Action,0.42,64,22,7.2,E
NHL 2003,PS2,2002,Sports,0.93,79,20,6.8,E
Gauntlet: Dark Legacy,XB,2002,Action,0.17,54,9,8.9,T
Tony Hawk's Pro Skater 4,XB,2002,Sports,0.93,90,25,8.5,T
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,0.1,76,31,8.1,E
Contra: Shattered Soldier,PS2,2002,Shooter,0.58,78,33,6.6,T
Knockout Kings 2002,XB,2002,Sports,0.27,78,20,7.9,T
Swingerz Golf,GC,2002,Sports,0.08,72,11,9.3,E
FIFA Soccer 2003,GC,2002,Sports,0.08,86,12,7.8,E
Robot Alchemic Drive,PS2,2002,Action,0.07,79,21,8.2,T
Panzer Dragoon Orta,XB,2002,Shooter,0.26,90,41,8.5,T
Turok: Evolution,PS2,2002,Shooter,1.31,61,20,7.3,M
Gauntlet: Dark Legacy,GC,2002,Action,0.18,60,20,9.1,T
Chase: Hollywood Stunt Driver,XB,2002,Racing,0.12,60,14,7.4,T
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,0.46,62,4,5.5,E
Mega Man Zero,GBA,2002,Platform,0.55,82,17,8.9,E
Tony Hawk's Pro Skater 3,XB,2002,Sports,0.55,93,22,8.4,T
NFL 2K3,PS2,2002,Sports,1.32,93,20,7.4,E
Britney's Dance Beat,GBA,2002,Misc,0.22,53,14,7.4,E
Galerians: Ash,PS2,2002,Adventure,0.07,50,22,7.9,T
.hack//Infection Part 1,PS2,2002,Role-Playing,1.27,75,35,8.5,T
The House of The Dead III,XB,2002,Shooter,0.39,72,30,7.3,M
James Cameron's Dark Angel,XB,2002,Action,0.07,47,17,8.3,T
WWF Raw,XB,2002,Fighting,0.55,68,33,6.6,T
Circus Maximus: Chariot Wars,XB,2002,Racing,0.07,67,26,5,T
Riding Spirits,PS2,2002,Racing,0.26,59,14,9,E
NFL 2K3,GC,2002,Sports,0.22,92,24,8.3,E
Star Wars: Bounty Hunter,GC,2002,Shooter,0.26,67,20,7.6,T
Lowrider,PS2,2002,Misc,0.26,46,14,8.4,T
Fighter Maker 2,PS2,2002,Fighting,0.07,58,11,7.8,T
Disney's PK: Out of the Shadows,PS2,2002,Platform,0.12,49,14,5,E
Colin McRae Rally 3,PS2,2002,Racing,1.4,86,25,7.7,E
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,0.77,38,14,5,E
Aggressive Inline,XB,2002,Sports,0.06,85,20,7.7,T
BMX XXX,GC,2002,Sports,0.06,60,15,5,M
Auto Modellista,PS2,2002,Racing,0.39,66,20,7.5,E
Burnout,XB,2002,Racing,0.13,75,13,6.6,E
Buffy the Vampire Slayer,XB,2002,Action,0.23,79,30,9.1,T
Dead to Rights,PS2,2002,Shooter,1.36,73,20,8.9,M
Quantum Redshift,XB,2002,Racing,0.13,70,21,8.1,T
James Bond 007: Nightfire,GC,2002,Shooter,0.78,80,17,8.6,T
Bloody Roar: Primal Fury,GC,2002,Fighting,0.18,75,27,8.5,T
RedCard 20-03,PS2,2002,Sports,0.07,73,19,9,E
Legends of Wrestling II,GBA,2002,Fighting,0.07,24,11,3.7,E
Test Drive,PS2,2002,Racing,1.34,73,19,7.4,T
Sega Soccer Slam,GC,2002,Sports,0.07,84,22,7.7,E
Robotech: Battlecry,PS2,2002,Shooter,0.61,72,20,8.5,T
Blood Omen 2,PS2,2002,Action,0.39,67,18,8.8,M
Turok: Evolution,XB,2002,Shooter,0.55,68,25,6.7,M
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,0.12,59,8,5.2,T
Evolution Skateboarding,PS2,2002,Sports,0.26,44,14,6.7,T
Nickelodeon Party Blast,XB,2002,Misc,0.22,19,4,4.3,E
Commandos 2: Men of Courage,XB,2002,Strategy,0.07,67,12,8.4,T
Need for Speed: Hot Pursuit 2,GC,2002,Racing,0.8,68,16,8.3,E
Rygar: The Legendary Adventure,PS2,2002,Action,0.46,83,30,8.4,T
Ty the Tasmanian Tiger,PS2,2002,Platform,1.17,70,14,8.8,E
Endgame,PS2,2002,Shooter,0.08,57,12,6.8,T
Barbie Groovy Games,GBA,2002,Misc,0.56,47,5,7,E
K-1 World Grand Prix,PS2,2002,Sports,0.18,67,24,9,T
Need for Speed: Hot Pursuit 2,XB,2002,Racing,0.82,75,18,6.4,E
All-Star Baseball 2003,XB,2002,Sports,0.26,79,15,8.1,E
NBA Street,GC,2002,Sports,0.42,88,15,8.6,E
NHL Hitz 20-03,GC,2002,Sports,0.08,82,12,8.4,E
Evolution Worlds,GC,2002,Role-Playing,0.08,63,20,8,E
James Bond 007: Nightfire,XB,2002,Shooter,0.82,78,30,7.8,T
Castlevania: Harmony of Dissonance,GBA,2002,Platform,0.26,87,27,8.2,T
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,0.08,80,10,9.1,T
NHL 2K3,XB,2002,Sports,0.12,89,17,7.1,E
MechAssault,XB,2002,Simulation,1.13,87,32,8,T
Die Hard: Vendetta,GC,2002,Shooter,0.12,54,23,7,M
F1 2002,PS2,2002,Racing,0.12,81,11,6.4,E
Smuggler's Run: Warzones,GC,2002,Misc,0.08,79,23,6.9,T
Taz Wanted,GC,2002,Platform,0.08,61,5,7,E
Blinx: The Time Sweeper,XB,2002,Platform,0.56,71,36,8,E
Turok: Evolution,GBA,2002,Shooter,0.12,72,8,7,T
Spider-Man: The Movie,GC,2002,Action,1.19,76,14,7.3,E
Madden NFL 2003,GC,2002,Sports,0.43,92,13,8.5,E
RollerCoaster Tycoon 2,PC,2002,Strategy,1.25,74,22,8.5,E
Commandos 2: Men of Courage,PS2,2002,Strategy,0.18,67,19,6.8,T
Godai: Elemental Force,PS2,2002,Action,0.07,27,10,3.8,T
Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,1.23,70,16,8.1,E
Tetris Worlds,GC,2002,Puzzle,0.22,47,10,5.6,E
Super Ghouls 'n Ghosts,GBA,2002,Platform,0.07,78,19,8.8,E
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,0.07,74,24,7.5,E
Golden Sun: The Lost Age,GBA,2002,Role-Playing,1.22,86,29,9.5,E
NBA 2K2,PS2,2002,Sports,1.22,89,19,7.8,E
Dynasty Warriors 3,XB,2002,Action,0.08,70,11,8.9,T
NHL Hitz 20-03,PS2,2002,Sports,0.28,82,19,8.4,E
NBA 2K2,GC,2002,Sports,0.12,90,13,8,E
Medal of Honor: Underground,GBA,2002,Shooter,0.08,46,5,1.7,T
P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,0.08,71,12,6.6,E
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,1.2,59,19,5.1,T
Jeremy McGrath Supercross World,GC,2002,Racing,0.12,36,14,5.6,E
Drakan: The Ancients' Gates,PS2,2002,Adventure,0.26,78,31,9,M
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,1.19,71,4,7.7,E
Aero Elite: Combat Academy,PS2,2002,Simulation,0.07,64,18,7,E
Sonic Advance 2,GBA,2002,Platform,1.8,83,23,8.3,E
NightCaster,XB,2002,Action,0.13,61,27,5.7,T
Metal Dungeon,XB,2002,Role-Playing,0.03,44,14,7.2,T
Metroid Prime,GC,2002,Shooter,2.82,97,70,9.3,T
Dead to Rights,GC,2002,Shooter,0.14,77,16,8.7,M
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,0.51,62,4,8.8,E
Neverwinter Nights,PC,2002,Role-Playing,0.03,91,34,8.2,T
F1 2002,GC,2002,Racing,0.03,72,7,7.8,E
Aggressive Inline,PS2,2002,Sports,0.35,85,31,8.7,T
Harry Potter and the Chamber of Secrets,GC,2002,Action,0.69,77,14,8.3,E
Tiger Woods PGA Tour 2003,GC,2002,Sports,0.23,90,10,8,E
The Thing,XB,2002,Adventure,0.2,78,21,6.6,M
Guilty Gear X2,PS2,2002,Fighting,0.35,87,31,8.7,T
Earthworm Jim 2,GBA,2002,Platform,0.03,45,10,5.7,E
Grandia II,PS2,2002,Role-Playing,0.29,71,19,8.6,T
Ape Escape 2,PS2,2002,Platform,0.63,82,31,8.4,E
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,0.2,83,25,8.3,T
The Legend of Zelda: A Link to the Past,GBA,2002,Action,2.7,95,30,9.1,E
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,2.86,87,34,8.7,T
Tiger Woods PGA Tour 2003,XB,2002,Sports,0.44,88,14,8.5,E
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,0.03,78,20,9.3,E
Impossible Creatures,PC,2002,Strategy,0.01,72,30,8,T
Syberia,PC,2002,Action,0.03,82,26,8.5,T
NHL 2003,XB,2002,Sports,0.21,80,12,7.9,E
Monster Rancher Advance 2,GBA,2002,Simulation,0.01,79,5,9.4,E
Tom Clancy's Splinter Cell,XB,2002,Action,3.02,93,46,8.5,T
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,0.03,70,7,7,T
Street Fighter Alpha 3,GBA,2002,Fighting,0.15,83,17,7.8,T
World Soccer Winning Eleven 6 International,PS2,2002,Sports,2.99,93,24,9.1,E
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,0.2,66,4,8.3,E
NFL Blitz 20-03,XB,2002,Sports,0.14,72,12,7.8,E
Hitman 2: Silent Assassin,PS2,2002,Action,2.96,85,19,7.8,M
Culdcept,PS2,2002,Strategy,0.03,78,26,8.9,T
NBA 2K3,XB,2002,Sports,0.32,87,15,7.9,E
Hot Wheels Velocity X,PS2,2002,Racing,0.47,54,7,7.1,E
Pirates: The Legend of Black Kat,PS2,2002,Adventure,0.14,72,24,7.9,T
EverBlue 2,PS2,2002,Adventure,0.03,59,21,7.5,E
Harry Potter and the Chamber of Secrets,PC,2002,Action,0.01,77,8,8.4,E
Deus Ex: The Conspiracy,PS2,2002,Action,0.21,81,25,8.9,M
World Tour Soccer 2003,PS2,2002,Sports,0.14,78,21,8.3,E
Tony Hawk's Pro Skater 3,GBA,2002,Sports,0.52,90,20,8,E
Dynasty Tactics,PS2,2002,Strategy,0.29,79,14,8.1,T
Enclave,XB,2002,Adventure,0.14,66,28,8.4,M
Kirby: Nightmare in Dream Land,GBA,2002,Platform,2.27,81,24,8.9,E
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,2.25,84,31,9,M
Antz Extreme Racing,PS2,2002,Racing,0.04,31,5,5,E
Spyro: Enter the Dragonfly,GC,2002,Platform,0.71,48,13,5.1,E
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,0.36,72,7,9.3,E
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,0.71,73,30,7.8,T
Rayman Arena,GC,2002,Racing,0.14,60,10,7.2,E
BloodRayne,XB,2002,Shooter,0.21,76,20,7.5,M
The Sims Deluxe,PC,2002,Simulation,0.04,92,6,8.2,T
ATV Offroad Fury 2,PS2,2002,Racing,2.18,82,26,8.9,E
Shining Soul,GBA,2002,Role-Playing,0.14,58,13,8.5,E
Darkened Skye,GC,2002,Adventure,0.01,61,12,6.4,T
Shrek Super Party,PS2,2002,Misc,0.29,30,4,5.1,E
The Sims: Vacation,PC,2002,Simulation,3.07,75,18,7.8,T
Colin McRae Rally 3,XB,2002,Racing,0.04,86,25,7.4,E
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,0.14,71,17,8.5,E
Smuggler's Run,GBA,2002,Racing,0.01,41,5,4.3,E
TimeSplitters 2,PS2,2002,Shooter,0.7,90,33,8.8,T
Harry Potter and the Chamber of Secrets,PS2,2002,Action,2.61,71,16,7.6,E
Outlaw Golf,XB,2002,Sports,0.29,72,23,6.9,T
Silent Scope,GBA,2002,Shooter,0.03,70,5,8,T
RedCard 20-03,XB,2002,Sports,0.03,67,8,9,E
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,2.49,79,31,8.8,M
Mario Party 4,GC,2002,Misc,2.47,70,26,7.4,E
HSX HyperSonic.Xtreme,PS2,2002,Racing,0.51,53,17,8.4,E
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,0.32,68,19,8,T
TimeSplitters 2,XB,2002,Shooter,0.64,88,20,7.7,T
Big Mutha Truckers,XB,2002,Racing,0.19,59,12,4.3,T
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,0.14,79,10,7.7,T
Way of the Samurai,PS2,2002,Action,0.51,74,22,8.2,M
The Operative: No One Lives Forever,PS2,2002,Shooter,0.14,67,23,8,T
Harry Potter and the Chamber of Secrets,XB,2002,Action,0.36,77,13,7.2,E
Dragon Ball Z: Budokai,PS2,2002,Fighting,3.09,67,28,7.9,T
Driver 2 Advance,GBA,2002,Action,0.34,73,9,6.6,T
Romance of the Three Kingdoms VIII,PS2,2002,Strategy,0.3,77,14,8.9,E
Crazy Taxi 3: High Roller,XB,2002,Racing,0.2,69,33,8.5,T
Shrek: Hassle at the Castle,GBA,2002,Action,0.66,71,7,7.4,E
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,0.48,80,10,9.1,E
X-Men: Next Dimension,PS2,2002,Fighting,0.47,61,19,8.7,T
The Lord of the Rings: The Two Towers,PS2,2002,Action,4.67,82,32,8.2,T
The Legend of Zelda: The Wind Waker,GC,2002,Action,4.6,96,80,8.9,E
Legion: The Legend of Excalibur,PS2,2002,Action,0.22,51,21,7,M
MLB SlugFest 20-03,GC,2002,Sports,0.15,80,10,7.5,E
Spider-Man: The Movie,PS2,2002,Action,4.48,76,25,7.9,E
MLB SlugFest 20-03,XB,2002,Sports,0.2,79,9,7.8,E
Mega Man Battle Network 2,GBA,2002,Action,0.31,81,15,9,E
Men in Black II: Alien Escape,PS2,2002,Shooter,0.5,50,19,7.3,T
Skies of Arcadia Legends,GC,2002,Role-Playing,0.22,84,31,9.2,T
NCAA March Madness 2003,PS2,2002,Sports,0.66,74,13,8,E
NASCAR Thunder 2003,GC,2002,Racing,0.31,85,12,6.6,E
BMX XXX,PS2,2002,Sports,0.15,54,14,4.6,M
Star Wars Racer Revenge,PS2,2002,Racing,0.31,73,34,8.5,E
WWE Wrestlemania X8,GC,2002,Fighting,0.49,64,25,6.9,T
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,0.02,55,15,8,E
Top Gun: Combat Zones,GC,2002,Simulation,0.15,59,10,7.1,E
Shenmue II,XB,2002,Adventure,0.32,80,31,9.3,T
Power Rangers: Wild Force,GBA,2002,Action,0.21,55,4,6.9,E
Antz Extreme Racing,XB,2002,Racing,0.02,35,4,8.7,E
Kingdom Hearts,PS2,2002,Role-Playing,6.4,85,46,8.8,E
Super Mario Sunshine,GC,2002,Platform,6.31,92,61,8.6,E
Monster Jam: Maximum Destruction,PS2,2002,Racing,0.65,47,11,6,T
Clock Tower 3,PS2,2002,Adventure,0.33,69,28,7.6,M
Medal of Honor: Frontline,PS2,2002,Shooter,6.83,88,29,8.5,T
All-Star Baseball 2003,GC,2002,Sports,0.15,83,16,8,E
NBA Inside Drive 2003,XB,2002,Sports,0.31,72,21,7.8,E
Legends of Wrestling II,PS2,2002,Fighting,0.33,59,15,6.7,T
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,0.02,69,16,6.5,E
Kelly Slater's Pro Surfer,PS2,2002,Sports,0.33,77,19,8.4,E
Rocky,XB,2002,Fighting,0.15,74,22,7.3,T
NHL 2K3,GC,2002,Sports,0.02,89,11,7,E
Madden NFL 2003,XB,2002,Sports,0.71,92,16,8.3,E
Maximum Capacity: Hotel Giant,PC,2002,Strategy,0.02,59,11,7.7,T
Blade II,PS2,2002,Action,0.31,49,21,6.1,M
Activision Anthology,PS2,2002,Misc,0.5,75,13,7.7,E
Shrek Swamp Kart Speedway,GBA,2002,Racing,0.3,27,5,8.9,E
NBA Starting Five,XB,2002,Sports,0.02,48,4,5.5,E
Grand Theft Auto III,PC,2002,Action,0.01,93,20,8.4,M
Tekken 4,PS2,2002,Fighting,3.44,79,23,8.3,T
FIFA Soccer 2003,PS2,2002,Sports,3.4,88,15,6.7,E
Serious Sam,XB,2002,Shooter,0.15,75,22,8.2,M
ZooCube,GC,2002,Puzzle,0.02,67,15,6.1,E
Burnout,GC,2002,Racing,0.3,78,18,7.9,E
James Bond 007: Nightfire,PS2,2002,Shooter,3.33,77,20,8.5,T
Battlefield 1942,PC,2002,Shooter,0.03,89,27,8.6,T
NCAA College Basketball 2K3,XB,2002,Sports,0.14,84,12,8.4,E
.hack//Mutation Part 2,PS2,2002,Role-Playing,0.68,76,24,8.9,T
NHL 2K3,PS2,2002,Sports,0.21,89,25,7.8,E
Whirl Tour,PS2,2002,Sports,0.22,58,9,7,E
The Getaway,PS2,2002,Action,3.54,72,49,6.8,M
Madden NFL 2003,PS2,2002,Sports,4.14,95,25,7.7,E
Armored Core 3,PS2,2002,Simulation,0.67,74,23,9,T
FIFA Soccer 2003,XB,2002,Sports,0.63,88,11,7.7,E
Sled Storm,PS2,2002,Racing,0.45,73,22,7.7,T
Summoner 2,PS2,2002,Role-Playing,0.21,76,20,8.3,T
Bruce Lee: Quest of the Dragon,XB,2002,Fighting,0.31,32,24,2.4,T
The Thing,PS2,2002,Adventure,0.44,78,27,7.4,M
Disney's Stitch: Experiment 626,PS2,2002,Action,0.31,59,17,7.8,E
RedCard 20-03,GC,2002,Sports,0.02,71,11,7.4,E
The Sims: Unleashed,PC,2002,Simulation,3.76,79,21,8,T
Star Wars: Jedi Starfighter,PS2,2002,Simulation,0.5,81,22,8.3,T
NBA ShootOut 2003,PS2,2002,Sports,0.23,62,22,5.9,E
Tony Hawk's Pro Skater 4,PS2,2002,Sports,3.67,94,27,8.5,T
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,0.21,33,6,7.5,E
NBA 2K2,XB,2002,Sports,0.2,90,17,7.6,E
